Service numérique,Consommation énergétique (kWh),Nombre d'utilisateurs,Type d'énergie utilisée,Pays,Émission de CO2 (kg),Catégorie d'empreinte carbone
Cloud computing,0.4394776601283814,0.021740209909495704,Non-renouvelable,USA,1112.7914293664526,élevée
Éducation en ligne,0.10526079425329607,0.7544643512304092,Renouvelable,Allemagne,114.60803741912649,faible
Streaming vidéo,0.6410153180816643,0.3819169123156326,Non-renouvelable,UK,1611.0451288582603,élevée
Recherche sur internet,0.21575657278978777,0.4386789617467114,Non-renouvelable,USA,559.694501711259,moyenne
Cloud computing,0.6197534287934686,0.12432494699189163,Renouvelable,USA,623.3920753488513,moyenne
Réseaux sociaux,0.6504004818926364,0.5597133551483955,Renouvelable,UK,653.6990814741719,moyenne
E-commerce,0.15167232449698226,0.1590114588382263,Non-renouvelable,France,401.26151149340404,faible
Streaming vidéo,0.06089664145819909,0.9061038281433601,Non-renouvelable,Allemagne,176.84032709890369,faible
Stockage de fichiers,0.7811056205647023,0.5723172931578075,Non-renouvelable,Allemagne,1957.3849255193886,élevée
Email,0.45978887269305024,0.7131070702473282,Renouvelable,France,465.20241953162696,faible
Email,0.05770728034262232,0.03310074164108318,Renouvelable,UK,67.58215755042103,faible
Réseaux sociaux,0.9954475534285272,0.5157607022903402,Non-renouvelable,Allemagne,2487.294134995174,élevée
Streaming audio,0.057323621256715904,0.75431839925665,Renouvelable,UK,67.20275538640298,faible
Streaming audio,0.6952842890732197,0.2391228085341295,Renouvelable,UK,698.0848765699677,moyenne
Réseaux sociaux,0.9842477672651001,0.18824889596177424,Non-renouvelable,USA,2459.605340026949,élevée
Recherche sur internet,0.2389241329048873,0.04030224522786299,Non-renouvelable,France,616.9707579344159,moyenne
Éducation en ligne,0.14188601001862805,0.8207504705744938,Renouvelable,UK,150.8268750003242,faible
Streaming vidéo,0.12099846552716943,0.9689160492690438,Renouvelable,Canada,130.17109002820462,faible
Email,0.30309018569746105,0.48649612533696107,Non-renouvelable,France,775.605990229799,moyenne
Email,0.10063680385756466,0.5398986659064833,Renouvelable,Allemagne,110.03535290054025,faible
Éducation en ligne,0.6924072179945658,0.35637833244442013,Renouvelable,USA,695.2397282771907,moyenne
Recherche sur internet,0.061839856287439515,0.3637195558958868,Non-renouvelable,Allemagne,179.17220037190518,faible
Email,0.5094655518313247,0.9038112161478368,Non-renouvelable,Allemagne,1285.8197671707296,élevée
Stockage de fichiers,0.9972801181216986,0.26561510212919004,Renouvelable,France,996.7298853144471,élevée
Streaming vidéo,0.8143510951474423,0.89453964717015,Renouvelable,Allemagne,815.8305668109587,moyenne
Applications de messagerie,0.6153800723463819,0.43516525844455806,Renouvelable,UK,619.0672438487009,moyenne
Email,0.30607195869922116,0.2938079573578994,Non-renouvelable,Allemagne,782.9777114468639,moyenne
Réseaux sociaux,0.6240660827911055,0.31118649505984736,Renouvelable,USA,627.6568779287222,moyenne
Stockage de fichiers,0.5271044076545848,0.5520645469588413,Renouvelable,USA,531.7710492725352,moyenne
Email,0.42603447847240006,0.13486585586257516,Non-renouvelable,Canada,1079.5563751286695,élevée
Webinaire,0.13033423428486873,0.07753608139858177,Non-renouvelable,USA,348.5081824319937,faible
Stockage de fichiers,0.8870655103785555,0.2052653682301956,Renouvelable,Allemagne,887.7381730880621,moyenne
Cloud computing,0.4497620014957628,0.575174011542268,Non-renouvelable,USA,1138.2170058327733,élevée
Applications de messagerie,0.19431717616642424,0.23151983650162364,Non-renouvelable,France,506.69071675639356,moyenne
Jeux en ligne,0.3676458295895263,0.28784101447477695,Renouvelable,USA,374.0817573685167,faible
Réseaux sociaux,0.4140676039546152,0.5054503814553342,Non-renouvelable,UK,1049.9711375090944,élevée
Réseaux sociaux,0.8279337524726608,0.4204150624849349,Non-renouvelable,France,2073.1562915280138,élevée
Streaming vidéo,0.7339061817408874,0.18502086449806693,Renouvelable,Canada,736.278236755788,moyenne
Éducation en ligne,0.7696362355286062,0.7006758219699535,Non-renouvelable,UK,1929.029611762316,élevée
Stockage de fichiers,0.010522532206484112,0.2752967840909936,Renouvelable,Allemagne,20.920951784360742,faible
Recherche sur internet,0.4160940922211716,0.7637005379114272,Renouvelable,Allemagne,421.9924581979639,faible
Réseaux sociaux,0.48135646836521706,0.6130959931760416,Non-renouvelable,Allemagne,1216.326775297426,élevée
Stockage de fichiers,0.01869258600093066,0.5687167424001942,Non-renouvelable,UK,72.5008851370653,faible
Stockage de fichiers,0.25958009638127333,0.4224035073505716,Non-renouvelable,UK,668.0376916439596,moyenne
Webinaire,0.7606111774177905,0.8924179155846753,Renouvelable,UK,762.6869248909137,moyenne
E-commerce,0.13674065294472387,0.7360571134599684,Non-renouvelable,France,364.34652167927266,faible
E-commerce,0.5353822358642504,0.9125956754389967,Renouvelable,France,539.9570301380658,moyenne
Jeux en ligne,0.21491933576805022,0.25746531278452844,Non-renouvelable,Allemagne,557.6246332426629,moyenne
Cloud computing,0.01161324946532041,0.7466683848524367,Non-renouvelable,USA,54.99891724363585,faible
Jeux en ligne,0.240947725699948,0.361239377520863,Non-renouvelable,Allemagne,621.9736075588652,moyenne
Email,0.976433949741008,0.42017723716130245,Renouvelable,Canada,976.1150173609533,élevée
Recherche sur internet,0.8019041631118328,0.04042909880285205,Non-renouvelable,France,2008.8043519103992,élevée
Email,0.9601187839537889,0.1945694607758091,Non-renouvelable,UK,2399.952194694558,élevée
Streaming audio,0.48787357281787963,0.028546075088068747,Renouvelable,France,492.9755034870989,faible
Email,0.10933681940728403,0.9395947802266839,Renouvelable,UK,118.63883669072848,faible
Streaming vidéo,0.5480456073208825,0.6333555745914098,Non-renouvelable,Canada,1381.1997352098902,élevée
Email,0.4543597753664858,0.0897906192283885,Non-renouvelable,Canada,1149.5839030359032,élevée
Jeux en ligne,0.8447715732403756,0.5924713307904987,Non-renouvelable,France,2114.7837797805496,élevée
Réseaux sociaux,0.09767029073578337,0.5355410144144661,Renouvelable,UK,107.10175497640215,faible
Réseaux sociaux,0.4882610947649326,0.23617683026489075,Renouvelable,Canada,493.35872565156046,faible
E-commerce,0.14969394668809344,0.03427137296780472,Renouvelable,Allemagne,158.54817804704442,faible
Éducation en ligne,0.3245146744566483,0.04420816933002213,Renouvelable,Allemagne,331.4291676211594,faible
Recherche sur internet,0.7376530250159841,0.5709383887666032,Non-renouvelable,UK,1849.9587665348042,élevée
Recherche sur internet,0.47602454551971324,0.5458491238559304,Renouvelable,France,481.25794807507884,faible
Streaming vidéo,0.37578376971941685,0.9684858327072743,Renouvelable,Canada,382.12940229431166,faible
Jeux en ligne,0.3943923563588764,0.4537415673030588,Renouvelable,France,400.53151578433494,faible
E-commerce,0.4594348255229824,0.7207771882291943,Non-renouvelable,Allemagne,1162.130751804817,élevée
Webinaire,0.7853652923042665,0.3148053400731248,Non-renouvelable,Canada,1967.9159459967157,élevée
Streaming audio,0.8925520557705003,0.1476046888780374,Renouvelable,France,893.1638420508322,moyenne
Recherche sur internet,0.9558721265680872,0.09971696173022647,Renouvelable,USA,955.7813396388891,élevée
Réseaux sociaux,0.7872542251123101,0.78691212866933,Non-renouvelable,UK,1972.5858809818553,élevée
Email,0.31523537436579163,0.6426948926257865,Non-renouvelable,UK,805.6320669763315,moyenne
Email,0.6883761213689586,0.6923052953426644,Non-renouvelable,USA,1728.133397564192,élevée
Éducation en ligne,0.4375669810955717,0.46538113669246695,Non-renouvelable,Allemagne,1108.067732037095,élevée
E-commerce,0.2544318123274373,0.4649820806760592,Non-renouvelable,Canada,655.3097895639767,moyenne
Jeux en ligne,0.841282208416827,0.3711452143734951,Non-renouvelable,UK,2106.1571590791586,élevée
Jeux en ligne,0.03794796713130799,0.12804511403653904,Non-renouvelable,USA,120.10521368175436,faible
Cloud computing,0.9022400802298217,0.4489329925642897,Non-renouvelable,USA,2256.8609305351733,élevée
Applications de messagerie,0.46146777150388935,0.3984502956130576,Renouvelable,Allemagne,466.86268997848686,faible
Recherche sur internet,0.6373864643242839,0.39893117319051213,Renouvelable,Allemagne,640.8294620401977,moyenne
Jeux en ligne,0.6595634519122595,0.3351738828793711,Renouvelable,France,662.7603829837249,moyenne
Éducation en ligne,0.8955884677858776,0.08787695967162013,Renouvelable,UK,896.1665632994711,moyenne
Réseaux sociaux,0.6368540805200218,0.2925563086132371,Renouvelable,France,640.3029853455353,moyenne
E-commerce,0.6140927943076148,0.8957585270832382,Renouvelable,USA,617.7942489124612,moyenne
Streaming audio,0.06620492933149667,0.9729240995456792,Non-renouvelable,Canada,189.96380038770766,faible
Cloud computing,0.5184614008941211,0.10962963379926055,Non-renouvelable,Canada,1308.0598543143801,élevée
Éducation en ligne,0.14981441612880492,0.7061389691970972,Renouvelable,Allemagne,158.66731080887124,faible
Stockage de fichiers,0.7377298013142545,0.9631354665507628,Renouvelable,Canada,740.0594310342708,moyenne
Streaming vidéo,0.5122684463208288,0.31779775760674145,Non-renouvelable,Canada,1292.7492540113694,élevée
Streaming audio,0.6804604345862978,0.8397598104956355,Non-renouvelable,Canada,1708.5637535406745,élevée
Stockage de fichiers,0.041198115552097424,0.7631189414099322,Non-renouvelable,USA,128.14042899090106,faible
Webinaire,0.08436500168291734,0.2400913989054406,Renouvelable,Canada,93.94409588534519,faible
Email,0.7165960329448036,0.9135085789002095,Non-renouvelable,Canada,1797.9003854551386,élevée
Streaming vidéo,0.07164324308605659,0.23693835378637815,Renouvelable,Canada,81.36349263868664,faible
Recherche sur internet,0.07081471796430117,0.2289367278090176,Renouvelable,France,80.544160487606,faible
Réseaux sociaux,0.011600936430079058,0.39343244263092303,Non-renouvelable,USA,54.96847620634644,faible
Streaming vidéo,0.9570401309371043,0.7801983378764067,Non-renouvelable,Allemagne,2392.340960791213,élevée
Applications de messagerie,0.7378044746891577,0.6777213559702298,Renouvelable,France,740.133275864417,moyenne
Stockage de fichiers,0.35312181419487754,0.547958592259037,Non-renouvelable,UK,899.2972360426088,moyenne
Recherche sur internet,0.2963431528053079,0.698559518350445,Non-renouvelable,USA,758.9255636869467,moyenne
Applications de messagerie,0.3495697044921102,0.2536836287922635,Renouvelable,USA,356.2061974483911,faible
Email,0.774990798702342,0.6666107117088663,Non-renouvelable,UK,1942.2674896734252,élevée
Applications de messagerie,0.6615823750206214,0.9074582061698281,Renouvelable,UK,664.7569049597103,moyenne
Cloud computing,0.18487978831630525,0.5160357192326303,Renouvelable,UK,193.34361218879326,faible
Cloud computing,0.17378127359801687,0.36005286436779577,Non-renouvelable,Allemagne,455.92060495185876,faible
Webinaire,0.09798370650688303,0.9212384045077046,Renouvelable,Canada,107.41169321626336,faible
E-commerce,0.660513300558983,0.974624661179328,Renouvelable,USA,663.6996925043248,moyenne
Streaming audio,0.7646985398019795,0.8736596693484169,Non-renouvelable,Canada,1916.8223389987966,élevée
Streaming audio,0.26481911372620387,0.5590049050719115,Non-renouvelable,Canada,680.989910104385,moyenne
Recherche sur internet,0.02044721196776178,0.8758817177863789,Non-renouvelable,UK,76.83877855150921,faible
Email,0.08174175008895244,0.050633473783628,Renouvelable,Allemagne,91.34995080166307,faible
Jeux en ligne,0.9684113514577697,0.5131707583813322,Renouvelable,France,968.1814344965802,élevée
Webinaire,0.2952511405183382,0.0853611979641509,Non-renouvelable,Allemagne,756.2258242566152,moyenne
Cloud computing,0.7695543991610836,0.11282710782493563,Renouvelable,Canada,771.5309163597523,moyenne
Recherche sur internet,0.6248346659071774,0.16486863618736453,Non-renouvelable,Allemagne,1571.0423329143027,élevée
Jeux en ligne,0.38184182838458425,0.6690884776545718,Non-renouvelable,UK,970.3006081409173,élevée
Streaming audio,0.20539418492652411,0.16025064336474382,Renouvelable,France,213.6303895735996,faible
E-commerce,0.12099994590240602,0.14428056231314978,Non-renouvelable,UK,325.4313849445309,faible
Applications de messagerie,0.6151733734106073,0.45155289080400035,Renouvelable,France,618.862838358478,moyenne
Cloud computing,0.7749710262777701,0.6269330846386754,Renouvelable,Canada,776.8874428314102,moyenne
Recherche sur internet,0.6440966669110445,0.8559737479441578,Non-renouvelable,France,1618.6630275142984,élevée
Streaming vidéo,0.5303686894134976,0.5747578674848554,Renouvelable,France,534.9991119166667,moyenne
Jeux en ligne,0.04147674672888243,0.5873039071906275,Non-renouvelable,France,128.82927799329974,faible
Applications de messagerie,0.9690407907769163,0.28135861586063715,Renouvelable,Allemagne,968.80388981844,élevée
Cloud computing,0.7990781154342945,0.4651885444185533,Renouvelable,Allemagne,800.7270497380289,moyenne
Streaming audio,0.2926254940670218,0.7381484886431874,Renouvelable,Canada,299.8938163339551,faible
Éducation en ligne,0.980535062691474,0.8804066310444673,Non-renouvelable,France,2450.4265651631554,élevée
Email,0.6020274470525595,0.7408411618340011,Renouvelable,USA,605.8627737399589,moyenne
Jeux en ligne,0.5825469575158813,0.4552075201854997,Non-renouvelable,Canada,1466.496079062935,élevée
Streaming audio,0.7483809991834669,0.7865952962855222,Renouvelable,France,750.5924476352368,moyenne
Cloud computing,0.8121481758682431,0.728648945094918,Renouvelable,France,813.6520902092362,moyenne
Jeux en ligne,0.6566849515420196,0.8166362734078518,Non-renouvelable,Allemagne,1649.784553145469,élevée
Webinaire,0.12771670722133888,0.1896481049664079,Non-renouvelable,Canada,342.03697225634505,faible
Applications de messagerie,0.3381213113624819,0.43646334645359824,Non-renouvelable,France,862.2120773363836,moyenne
Cloud computing,0.9285908895758813,0.30782356859008986,Non-renouvelable,France,2322.007009806973,élevée
Webinaire,0.2243435048629348,0.3116147012638516,Non-renouvelable,Canada,580.9236393135335,moyenne
Stockage de fichiers,0.37205838571038496,0.6650661538378031,Renouvelable,USA,378.44535359913823,faible
Recherche sur internet,0.4320346175875243,0.6771783583378281,Renouvelable,Canada,437.75611411475404,faible
Éducation en ligne,0.4393708429805961,0.14842772934714232,Non-renouvelable,Canada,1112.5273494937692,élevée
Applications de messagerie,0.6130976908095738,0.7995657225155445,Renouvelable,USA,616.8101866695803,moyenne
Jeux en ligne,0.9435996965091124,0.4139684482390171,Renouvelable,Canada,943.6450793672607,moyenne
Email,0.24043841630504587,0.42712362634766843,Renouvelable,France,248.28578471417993,faible
Streaming audio,0.12111503140342829,0.6286416877033854,Non-renouvelable,Canada,325.7159063447722,faible
Streaming vidéo,0.1971683094156984,0.05394292473682909,Renouvelable,USA,205.49578496133796,faible
Streaming audio,0.8873865506269423,0.39113359852632734,Renouvelable,UK,888.0556512071768,moyenne
Jeux en ligne,0.6460053382586041,0.3798701670748028,Renouvelable,Canada,649.352704528654,moyenne
Éducation en ligne,0.2857025853598183,0.8059711244272741,Non-renouvelable,Allemagne,732.6193033669214,moyenne
Streaming audio,0.8163299545171858,0.2772562798048103,Renouvelable,France,817.7874695789311,moyenne
Recherche sur internet,0.8618033350842981,0.13072210643678359,Renouvelable,France,862.7562963998016,moyenne
Éducation en ligne,0.8469312191658458,0.4379349283377819,Non-renouvelable,Allemagne,2120.122988258438,élevée
Cloud computing,0.9194236379391356,0.3158149417428475,Non-renouvelable,Allemagne,2299.3431707578975,élevée
Webinaire,0.25199951875408605,0.9425598568946928,Renouvelable,Canada,259.718609971628,faible
Streaming vidéo,0.7553574690191004,0.5960937944477537,Renouvelable,Allemagne,757.4915094588155,moyenne
Réseaux sociaux,0.46052876500059836,0.2788482821191342,Non-renouvelable,UK,1164.8352557534965,élevée
Jeux en ligne,0.8424104304292377,0.5343898835580678,Non-renouvelable,USA,2108.9464184029025,élevée
E-commerce,0.7287768019066233,0.6848858689741284,Non-renouvelable,Allemagne,1828.0144259749927,élevée
Réseaux sociaux,0.7767867014588695,0.4920199853686162,Non-renouvelable,Allemagne,1946.7074300868185,élevée
Streaming audio,0.6563678309496966,0.5797459671720638,Non-renouvelable,UK,1649.000548260652,élevée
Jeux en ligne,0.17710438525922895,0.4488992185538331,Non-renouvelable,France,464.1362044375245,faible
Webinaire,0.5451097883164312,0.30260648915341626,Non-renouvelable,France,1373.9416242699224,élevée
